@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
0.048951,0.082577,0.023685,1,4,0
0.046426,0.079855,0.031352,2,3,0
0.041989,0.10799,0.047987,2,3,0
0.042448,0.14428,0.070843,4,3,0
0.048345,0.1216,0.091897,4,3,0
0.051482,0.11343,0.081404,4,3,0
0.058559,0.10617,0.092602,2,3,0
0.060901,0.08167,0.070322,2,3,0
0.052763,0.071688,0.038363,3,3,0
0.049677,0.072595,0.025913,2,3,0
0.050404,0.07078,0.015058,1,3,0
0.046705,0.058984,0.0071846,0,0,0
0.047173,0.053539,0.0062524,0,0,0
0.054804,0.048094,0.011287,1,29,0
0.053433,0.047187,0.0044856,0,0,0
0.049678,0.045372,0.008885,0,0,0
0.057942,0.046279,0.003143,0,0,0
0.060716,0.045372,0.00036867,0,0,0
0.068499,0.033575,0.0015751,0,0,0
0.12078,0.023593,0.00064977,0,0,0
0.19142,0.021779,0.0023385,0,0,0
0.18079,0.022686,0.0031245,0,0,0
0.10958,0.023593,0.0040183,0,0,0
0.098066,0.024501,0.0034863,0,0,0
0.098361,0.025408,0.00033838,0,0,0
0.089035,0.023593,0.0012233,0,0,0
0.0678,0.025408,0.0019985,0,0,0
0.077609,0.024501,0.00014477,0,0,0
0.084529,0.020871,0.0014694,0,0,0
0.078612,0.022686,0.0020153,0,0,0
0.090761,0.032668,0.012806,1,19,0
0.081367,0.053539,0.032252,1,19,0
0.072069,0.062613,0.034736,1,18,0
0.074464,0.061706,0.016128,2,17,0
0.065415,0.064428,0.036204,2,3,0
0.053242,0.083485,0.027628,5,3,0
0.053623,0.089837,0.034337,4,3,0
0.055983,0.090744,0.058997,2,3,0
0.06741,0.076225,0.02659,2,3,1
0.08517,0.03902,0.015391,1,13,1
0.085945,0.034483,0.010927,1,18,1
0.085679,0.033575,0.0095528,0,0,1
0.091006,0.030853,0.0066995,0,0,1
0.090018,0.03902,0.0030658,0,0,1
0.099215,0.037205,0.0020898,0,0,1
0.089692,0.039927,0.0045235,0,0,1
0.065163,0.047187,0.0049616,0,0,1
0.061102,0.049002,0.0066023,0,0,1
0.085916,0.037205,0.0041057,0,0,1
0.11016,0.022686,0.0029328,0,0,1
0.099642,0.029038,0.0095747,0,0,1
0.071017,0.04265,0.018878,1,13,1
0.048283,0.060799,0.028293,1,13,1
0.041714,0.07078,0.024266,1,19,1
0.046688,0.067151,0.01795,1,17,1
0.049327,0.061706,0.023247,1,16,1
0.043178,0.058076,0.0138,1,12,1
0.04139,0.051724,0.012631,1,13,1
0.042067,0.047187,0.006753,0,0,1
0.048248,0.036298,0.0047043,0,0,1
0.074301,0.026316,0.0011252,0,0,1
0.07454,0.032668,0.00083294,0,0,0
0.073006,0.033575,0.00081043,0,0,0
0.088067,0.030853,0.00022116,0,0,0
0.084317,0.030853,0.0047811,0,0,0
0.092886,0.023593,0.0051666,0,0,0
0.08736,0.025408,0.0023184,0,0,0
0.063944,0.030853,0.0005132,0,0,0
0.064007,0.022686,0.00024555,0,0,0
0.063079,0.028131,0.0044959,0,0,0
0.060204,0.039927,0.0052305,0,0,0
0.055264,0.03902,0.0050297,0,0,0
0.058516,0.039927,0.0053587,0,0,0
0.096109,0.036298,0.0015173,0,0,0
0.10964,0.034483,0.0066945,0,0,0
0.098726,0.039927,0.0019658,0,0,0
0.10056,0.039927,0.010896,1,28,0
0.12949,0.043557,0.0098313,0,0,0
0.10899,0.025408,0.010672,1,29,0
0.00751,0.10254,0.0053629,0,0,0
0.0080354,0.098004,0.0037031,0,0,0
0.0087752,0.097096,0.012599,1,23,0
0.010187,0.12976,0.014016,2,14,0
0.010509,0.16515,0.016443,2,15,1
0.050137,0.12432,0.014562,2,14,1
0.12549,0.054446,0.01723,2,15,1
0.16054,0.043557,0.030876,1,15,1
0.16062,0.052632,0.04401,3,15,1
0.17314,0.056261,0.047067,4,4,1
0.1817,0.059891,0.06064,4,5,1
0.19365,0.069873,0.044793,4,5,1
0.21998,0.083485,0.045668,4,4,1
0.22573,0.092559,0.054312,4,4,1
0.2201,0.092559,0.058461,4,4,1
0.23167,0.087114,0.06382,4,4,1
0.25168,0.087114,0.064687,4,4,1
0.25385,0.10436,0.058751,4,4,1
0.264,0.10799,0.075354,4,4,1
0.29419,0.090744,0.082638,4,4,1
0.30447,0.084392,0.046291,4,4,1
0.30349,0.077132,0.057401,4,4,1
0.29497,0.076225,0.061356,4,4,1
0.28445,0.089837,0.06044,4,4,1
0.27865,0.10073,0.041142,4,4,1
0.27298,0.082577,0.034035,4,4,1
0.28062,0.068058,0.053563,4,5,1
0.28573,0.062613,0.051075,4,4,1
0.29361,0.057169,0.057269,4,4,1
0.31875,0.049909,0.045007,4,4,1
0.33865,0.029946,0.042627,4,4,1
0.33978,0.03176,0.040184,5,4,1
0.32885,0.043557,0.043228,5,4,1
0.31922,0.044465,0.043486,4,4,1
0.31597,0.047187,0.048062,5,5,1
0.32684,0.049909,0.056742,5,5,1
0.35059,0.045372,0.040275,6,4,1
0.36701,0.043557,0.050406,6,4,1
0.37725,0.044465,0.051561,6,4,1
0.38641,0.046279,0.054432,5,5,1
0.3928,0.046279,0.050946,5,5,1
0.406,0.033575,0.055139,5,4,1
0.41429,0.024501,0.069914,5,4,1
0.41087,0.033575,0.077084,6,4,1
0.40477,0.043557,0.084459,6,4,1
0.41041,0.045372,0.072591,5,4,1
0.4215,0.039927,0.068478,3,4,1
0.42175,0.029946,0.056471,4,4,1
0.42117,0.024501,0.045819,4,4,1
0.43568,0.029038,0.043198,3,4,1
0.46602,0.029946,0.031621,3,3,1
0.48327,0.025408,0.019644,1,13,1
0.44598,0.023593,0.028784,3,3,1
0.36665,0.022686,0.030715,4,3,1
0.2962,0.022686,0.039045,3,3,1
0.22715,0.021779,0.048086,3,3,1
0.14123,0.038113,0.041102,2,4,1
0.063988,0.084392,0.046005,1,13,1
0.026371,0.11525,0.030389,1,13,1
0.016541,0.096189,0.027036,1,13,1
0.014061,0.062613,0.012876,1,13,1
0.01402,0.045372,0.0034698,0,0,0
0.011926,0.059891,0.0033417,0,0,0
0.0076668,0.069873,0.0018977,0,0,0
0.0063915,0.07804,0.0029938,0,0,0
0.0078191,0.072595,0.0038211,0,0,0
0.007924,0.058984,0.011845,1,23,0
0.0078277,0.087114,0.009561,0,0,0
0.0099073,0.10708,0.016581,1,21,0
0.015628,0.098911,0.019383,1,24,0
0.018007,0.099819,0.028447,1,23,0
0.016253,0.11343,0.016027,1,24,0
0.014892,0.13067,0.029848,2,15,0
0.012268,0.14882,0.016891,2,15,0
0.010846,0.15789,0.022895,1,15,0
0.011069,0.14519,0.018288,1,22,0
0.010501,0.12886,0.015071,2,15,0
0.0087814,0.1225,0.01392,1,15,0
0.0062901,0.12886,0.015155,1,15,0
0.004438,0.1216,0.0080033,0,0,0
0.0038568,0.094374,0.0049231,0,0,0
0.0030363,0.11434,0.001841,0,0,0
0.002228,0.10889,0.0011425,0,0,0
0.0025667,0.11343,0.0008105,0,0,0
0.0033937,0.12976,0.0059993,0,0,0
0.0065183,0.13067,0.0079195,0,0,0
0.024363,0.11162,0.0077063,0,0,1
0.11391,0.050817,0.0038944,0,0,1
0.16967,0.032668,0.034005,3,4,1
0.19672,0.039927,0.040307,2,4,1
0.21092,0.044465,0.049547,4,4,1
0.21602,0.046279,0.046426,4,4,1
0.22268,0.046279,0.047174,4,4,1
0.23152,0.04265,0.054936,4,4,1
0.24095,0.04265,0.045579,3,4,1
0.24761,0.049002,0.053133,3,4,1
0.25067,0.052632,0.042479,4,4,1
0.24985,0.046279,0.047751,4,4,1
0.24884,0.040835,0.050013,4,4,1
0.24834,0.041742,0.04892,4,4,1
0.25189,0.04265,0.051041,4,4,1
0.2509,0.04265,0.043902,3,4,1
0.24898,0.04265,0.043732,4,4,1
0.24826,0.040835,0.049901,4,4,1
0.24449,0.047187,0.039602,4,4,1
0.24278,0.056261,0.054089,2,4,1
0.24214,0.067151,0.055643,3,4,1
0.23477,0.064428,0.068548,3,4,1
0.22563,0.060799,0.07451,3,5,1
0.21726,0.062613,0.058757,3,4,1
0.2115,0.065336,0.061837,3,4,1
0.20068,0.073503,0.051233,3,4,1
0.18541,0.071688,0.060822,4,4,1
0.18279,0.07078,0.064755,4,4,1
0.18015,0.07441,0.060411,4,4,1
0.18306,0.07441,0.057878,4,4,1
0.18726,0.072595,0.061025,4,4,1
0.19059,0.075318,0.061064,4,4,1
0.19811,0.068058,0.060989,3,4,1
0.20414,0.059891,0.058925,4,4,1
0.20354,0.059891,0.061403,4,4,1
0.2016,0.058984,0.056773,3,4,1
0.20293,0.063521,0.054869,3,4,1
0.20913,0.061706,0.052834,3,4,1
0.21498,0.054446,0.053268,3,4,1
0.21867,0.053539,0.053071,3,4,1
0.22058,0.058984,0.054887,3,4,1
0.22253,0.068966,0.046698,3,4,1
0.21953,0.072595,0.052593,3,4,1
0.20568,0.07441,0.056149,3,4,1
0.18649,0.078947,0.063611,3,4,1
0.17452,0.077132,0.057173,3,4,1
0.17778,0.083485,0.044388,4,4,1
0.17969,0.086207,0.051174,3,4,1
0.17559,0.076225,0.049968,3,4,1
0.17528,0.073503,0.062787,4,4,1
0.1767,0.064428,0.054515,3,4,1
0.1736,0.057169,0.045489,3,4,1
0.17565,0.057169,0.042064,4,4,1
0.18215,0.052632,0.035876,3,4,1
0.18521,0.046279,0.036256,4,4,1
0.18929,0.052632,0.040238,4,4,1
0.19494,0.061706,0.034356,1,12,1
0.19677,0.064428,0.035893,1,12,1
0.20469,0.056261,0.03578,3,4,1
0.21633,0.052632,0.042396,3,13,1
0.23246,0.059891,0.045374,2,13,1
0.25156,0.061706,0.05759,3,4,1
0.2638,0.057169,0.061284,3,4,1
0.27256,0.055354,0.065037,4,4,1
0.27303,0.062613,0.05337,3,4,1
0.27065,0.064428,0.059074,4,4,1
0.27041,0.064428,0.067908,4,4,1
0.28026,0.055354,0.065216,4,4,1
0.2976,0.04265,0.065423,4,4,1
0.30672,0.032668,0.058607,3,5,1
0.31004,0.023593,0.065811,4,4,1
0.30616,0.021779,0.06211,3,5,1
0.29965,0.020871,0.068274,4,5,1
0.29442,0.022686,0.064554,4,5,1
0.29787,0.028131,0.067564,4,5,1
0.30256,0.028131,0.062445,4,5,1
0.29563,0.027223,0.062455,4,5,1
0.28677,0.033575,0.060428,4,5,1
0.27378,0.04265,0.050547,4,5,1
0.2671,0.046279,0.050091,4,5,1
0.26601,0.043557,0.061305,3,4,1
0.2554,0.041742,0.063691,2,5,1
0.24925,0.04265,0.056059,3,4,1
0.24025,0.034483,0.042735,1,14,1
0.23536,0.033575,0.054352,2,13,1
0.22416,0.051724,0.062726,2,13,1
0.20329,0.052632,0.057258,1,13,1
0.20625,0.041742,0.051153,1,13,1
0.19958,0.039927,0.053221,1,14,1
0.19486,0.037205,0.052709,1,14,1
0.22766,0.033575,0.061396,1,13,1
0.245,0.03539,0.061384,1,13,1
0.21104,0.036298,0.061531,1,14,1
0.15962,0.03176,0.053657,1,13,1
0.14229,0.036298,0.055649,1,13,1
0.12834,0.040835,0.049416,1,13,1
0.097579,0.043557,0.03792,1,13,1
0.087752,0.041742,0.037193,1,13,1
0.10492,0.032668,0.038499,1,13,1
0.11139,0.033575,0.032158,1,13,1
0.10817,0.033575,0.025314,1,13,1
0.11913,0.030853,0.020692,1,13,1
0.11867,0.03176,0.011813,1,13,1
0.11602,0.029946,0.005251,0,0,1
0.1162,0.028131,0.012143,1,19,1
0.11374,0.024501,0.0032361,0,0,1
0.11198,0.021779,0.0071064,0,0,1
0.079116,0.028131,0.0024193,0,0,1
0.032012,0.043557,0.0051232,0,0,1
0.02062,0.036298,0.0025872,0,0,1
0.019472,0.018149,5.809e-05,0,0,1
0.011514,0.044465,0.00037019,0,0,1
0.01036,0.053539,0.0025863,0,0,1
0.013161,0.03176,0.0049656,0,0,1
0.013776,0.025408,0.0038748,0,0,0
0.012272,0.023593,0.0021835,0,0,0
0.0074759,0.038113,0.0036753,0,0,0
0.0043124,0.088929,0.003271,0,0,0
0.0029858,0.11887,0.0064139,0,0,0
0.0023971,0.11434,0.0053362,0,0,0
0.0025065,0.11434,0.0074631,0,0,0
0.002229,0.12704,0.0052054,0,0,0
0.0018429,0.14882,0.0051295,0,0,0
0.0018017,0.15064,0.004962,0,0,0
0.0016858,0.14701,0.0055974,0,0,0
0.0016838,0.13975,0.0035087,0,0,0
0.0015937,0.13884,0.0029035,0,0,0
0.0016213,0.14701,0.0046706,0,0,0
0.0016503,0.15245,0.0022832,0,0,0
0.001645,0.12976,0.0019002,0,0,0
0.0016683,0.12341,0.0025978,0,0,0
0.0014711,0.15336,0.0018858,0,0,0
0.0013076,0.15971,0.0023821,0,0,0
0.0013672,0.16515,0.0013251,0,0,0
0.0013951,0.17695,0.002428,0,0,0
0.0012238,0.18603,0.0017317,0,0,0
0.0010825,0.18421,0.0012584,0,0,0
0.0011544,0.17604,0.00092492,0,0,0
0.0013259,0.15426,0.0011783,0,0,0
0.0012375,0.16969,0.0013041,0,0,0
0.0010457,0.20871,0.001524,0,0,0
0.0009479,0.22232,0.0007125,0,0,0
0.0010953,0.20236,0.00054682,0,0,0
0.0011989,0.16606,0.00072152,0,0,0
0.0010645,0.18421,0.001012,0,0,0
0.00094367,0.22323,0.0015837,0,0,0
0.00091538,0.20599,0.00089905,0,0,0
0.0011283,0.15154,0.00092615,0,0,0
0.0012635,0.14247,0.00087119,0,0,0
0.0011172,0.16697,0.00042618,0,0,0
0.0010912,0.16243,0.00098241,0,0,0
0.0011061,0.1588,0.0017719,0,0,0
0.0010227,0.16788,0.0023143,0,0,0
0.0011297,0.16515,0.0020159,0,0,0
0.0012973,0.16969,0.0029427,0,0,0
0.001434,0.18784,0.0031617,0,0,0
0.0017267,0.20871,0.0029922,0,0,0
0.0017151,0.21234,0.0026124,0,0,0
0.0015268,0.21688,0.0030405,0,0,0
0.001749,0.20871,0.0017214,0,0,0
0.0019546,0.18784,0.0016343,0,0,0
0.0019513,0.19782,0.0021784,0,0,0
0.0021388,0.19056,0.0024071,0,0,0
0.0024038,0.19056,0.0039653,0,0,0
0.0024412,0.16969,0.0039674,0,0,0
0.0021747,0.14338,0.0027767,0,0,0
0.0032928,0.11162,0.0036653,0,0,0
0.0037279,0.056261,0.00025408,0,0,0
0.0028897,0.057169,0.00035038,0,0,0
0.0028867,0.058076,0.00078027,0,0,0
0.0025111,0.062613,0.00044993,0,0,0
0.0015704,0.10436,0.00046607,0,0,0
0.0013018,0.18149,0.00070367,0,0,0
0.0013259,0.17514,0.00078292,0,0,0
0.0012661,0.12613,0.00057843,0,0,0
0.001242,0.11978,0.00036643,0,0,0
0.0014804,0.11434,0.00058961,0,0,0
0.0015106,0.13612,0.00027927,0,0,0
0.0016301,0.11525,0.00020123,0,0,0
0.0017844,0.087114,0.00047631,0,0,0
0.0017519,0.10254,0.0007519,0,0,0
0.001626,0.10799,0.00064183,0,0,0
0.0014201,0.13067,0.00031985,0,0,0
0.0012291,0.17423,0.00033764,0,0,0
0.0013061,0.13158,0.00061974,0,0,0
0.0013318,0.13249,0.0011061,0,0,0
0.0012717,0.17423,0.0010019,0,0,0
0.001763,0.11797,0.0003454,0,0,0
0.0019851,0.077132,0.00045163,0,0,0
0.0015506,0.11252,0.00083219,0,0,0
0.0012183,0.13521,0.00060369,0,0,0
0.0012038,0.11525,0.00037179,0,0,0
0.0012695,0.14247,0.0005708,0,0,0
0.0014328,0.14882,0.00052345,0,0,0
0.0014336,0.12341,0.00034853,0,0,0
0.0013578,0.11797,0.00039467,0,0,0
0.0013288,0.098911,0.00028055,0,0,0
0.0015829,0.065336,0.00022891,0,0,0
0.0015598,0.088022,0.00075209,0,0,0
0.0012873,0.10889,0.00027943,0,0,0
0.0012807,0.11525,0.00035423,0,0,0
0.0011184,0.19147,0.00053202,0,0,0
0.0010853,0.20599,0.00060433,0,0,0
0.0011919,0.16425,0.00032742,0,0,0
0.0010129,0.17604,0.00043378,0,0,0
0.0010579,0.1833,0.00093619,0,0,0
0.0014242,0.16425,0.0027341,0,0,0
0.0017533,0.12886,0.0014687,0,0,0
0.0017279,0.10799,0.00083555,0,0,0
0.0015616,0.12432,0.0017898,0,0,0
0.0014326,0.13702,0.0011193,0,0,0
0.0013182,0.13339,0.0013144,0,0,0
0.0014601,0.13612,0.00064079,0,0,0
0.00147,0.13702,0.0018612,0,0,0
0.001443,0.16334,0.0025289,0,0,0
0.0012733,0.17151,0.00074187,0,0,0
0.0010135,0.14882,0.00058798,0,0,0
0.00094912,0.15789,0.00052497,0,0,0
0.00099959,0.17604,0.00033504,0,0,0
0.0010016,0.18784,0.0012026,0,0,0
0.00099418,0.18603,0.0003894,0,0,0
0.0010704,0.15426,0.00081382,0,0,0
0.0011061,0.14065,0.00042395,0,0,0
0.0017118,0.11525,0.00053105,0,0,0
0.0019377,0.07441,0.00064025,0,0,0
0.0014782,0.097096,0.00030745,0,0,0
0.0014635,0.11343,0.00044084,0,0,0
0.0015327,0.11071,0.00038495,0,0,0
0.0014596,0.13702,0.00029746,0,0,0
0.0015575,0.11706,0.00057183,0,0,0
0.0015236,0.096189,0.00026757,0,0,0
0.0014467,0.12341,0.00029079,0,0,0
0.0024323,0.13067,0.0055282,0,0,0
0.0035436,0.13612,0.0038513,0,0,0
0.0036244,0.13249,0.0033221,0,0,0
0.0031256,0.11797,0.0029882,0,0,0
0.002429,0.12432,0.0020945,0,0,0
0.0018323,0.12341,0.0023859,0,0,0
0.0016716,0.12795,0.0013598,0,0,0
0.0022439,0.15426,0.0011385,0,0,0
0.0028422,0.18421,0.0059664,0,0,0
0.0027951,0.20508,0.0047819,0,0,0
0.0024607,0.17786,0.0033622,0,0,0
0.003157,0.1225,0.0045068,0,0,0
0.0041301,0.080762,0.00052712,0,0,0
0.004041,0.07804,0.00020216,0,0,0
0.0034989,0.11797,0.0032053,0,0,0
0.0032342,0.13702,0.002768,0,0,0
0.0028036,0.15971,0.0046443,0,0,0
0.0022262,0.1824,0.0022985,0,0,0
0.0022121,0.16606,0.0017584,0,0,0
0.0034327,0.12613,0.0036472,0,0,0
0.0052389,0.10254,0.0044162,0,0,0
0.0073247,0.11162,0.011126,1,15,0
0.0092305,0.11797,0.017807,1,17,0
0.010222,0.13975,0.018799,1,15,0
0.010496,0.14247,0.024276,1,17,0
0.010241,0.13339,0.017086,1,17,0
0.010463,0.13249,0.016145,1,17,0
0.010791,0.12613,0.015945,1,17,0
0.010103,0.11343,0.016917,1,13,0
0.008869,0.11162,0.011318,1,13,0
0.0078392,0.11615,0.012021,1,17,0
0.0072995,0.10345,0.0086147,0,0,0
0.0058283,0.079855,0.0026676,0,0,0
0.0040993,0.075318,0.0023437,0,0,0
0.0037538,0.085299,0.0009874,0,0,0
0.003505,0.08167,0.00099828,0,0,0
0.0035843,0.073503,0.00038211,0,0,0
0.0041317,0.075318,0.00049549,0,0,0
0.0044999,0.096189,0.0089762,0,0,0
0.0080727,0.11434,0.013521,1,19,0
0.011734,0.13521,0.029974,1,17,0
0.014064,0.15336,0.028229,2,9,0
0.016305,0.14519,0.025345,3,9,0
0.015899,0.20054,0.027141,4,2,0
0.017257,0.24319,0.04248,4,3,0
0.018131,0.17786,0.043308,2,4,0
0.014116,0.1216,0.031702,1,17,0
0.010646,0.098004,0.024552,1,17,0
0.0089272,0.065336,0.021861,1,17,0
0.0080315,0.056261,0.0087213,0,0,0
0.010183,0.040835,0.0010033,0,0,0
0.010544,0.024501,0.00057772,0,0,0
0.0073719,0.034483,0.00095862,0,0,0
0.0048265,0.041742,0.0019012,0,0,0
0.064738,0.03539,0.0027989,0,0,1
0.09218,0.03176,0.021485,1,14,1
0.095248,0.033575,0.023016,1,14,1
0.10198,0.03539,0.023987,3,9,1
0.15016,0.033575,0.037054,1,16,1
0.16617,0.03176,0.040327,1,16,1
0.14036,0.03539,0.047605,1,15,1
0.13553,0.038113,0.044407,2,10,1
0.15127,0.036298,0.036005,1,14,1
0.16726,0.028131,0.025941,1,14,1
0.16872,0.029946,0.027709,1,14,1
0.16416,0.038113,0.024688,1,14,1
0.148,0.040835,0.034429,1,14,1
0.13275,0.040835,0.029812,1,14,1
0.1232,0.03902,0.032308,1,14,1
0.11112,0.038113,0.027724,1,14,1
0.10889,0.03902,0.0335,1,13,1
0.11108,0.038113,0.033857,1,13,1
0.10489,0.040835,0.041969,1,13,1
0.10484,0.037205,0.029555,1,13,1
0.11467,0.030853,0.028133,1,13,1
0.12859,0.028131,0.025504,1,13,1
0.14077,0.027223,0.020815,1,13,1
0.13653,0.026316,0.034272,1,13,1
0.11092,0.024501,0.033857,1,13,1
0.082172,0.029038,0.030891,1,13,1
0.07491,0.032668,0.02774,1,13,1
0.073302,0.029946,0.026539,1,13,1
0.072834,0.029946,0.018777,1,13,1
0.069618,0.030853,0.016019,1,13,1
0.070939,0.030853,0.016846,1,13,1
0.081103,0.037205,0.026424,1,12,1
0.081765,0.036298,0.015119,1,12,1
0.079432,0.036298,0.019445,1,13,1
0.078277,0.041742,0.019845,1,13,1
0.073585,0.03902,0.022301,1,13,1
0.072625,0.034483,0.014954,1,13,1
0.073135,0.03176,0.015854,1,13,1
0.074556,0.029946,0.018073,1,13,1
0.075782,0.027223,0.020645,1,13,1
0.07533,0.028131,0.018545,1,13,1
0.077536,0.026316,0.015195,1,13,1
0.082586,0.022686,0.01647,1,13,1
0.082879,0.023593,0.014815,1,15,1
0.079926,0.021779,0.021755,1,17,1
0.077971,0.021779,0.03514,1,17,1
0.077523,0.023593,0.029181,1,17,1
0.086361,0.025408,0.044632,1,17,1
0.10517,0.036298,0.027031,1,17,1
0.24322,0.034483,0.063127,2,17,1
0.40106,0.023593,0.058326,3,5,1
0.46718,0.022686,0.059863,5,5,1
0.4504,0.022686,0.067229,6,5,1
0.47734,0.028131,0.051395,2,5,1
0.55897,0.03176,0.066124,3,12,1
0.65219,0.029038,0.054836,2,13,1
0.6925,0.026316,0.048683,3,5,1
0.66463,0.024501,0.056675,2,21,1
0.62171,0.024501,0.03456,3,5,1
0.5711,0.024501,0.037008,4,5,1
0.49375,0.023593,0.030197,4,6,1
0.41327,0.023593,0.046615,6,5,1
0.38035,0.022686,0.061109,6,5,1
0.33357,0.021779,0.067431,5,5,1
0.26812,0.021779,0.065565,6,5,1
0.23327,0.020871,0.049899,5,5,1
0.22246,0.024501,0.05159,3,13,1
0.2028,0.033575,0.058138,4,5,1
0.19564,0.038113,0.047701,3,5,1
0.21416,0.030853,0.045773,4,5,1
0.22605,0.021779,0.042763,1,13,1
0.22925,0.019964,0.048071,2,13,1
0.2262,0.019964,0.052606,3,13,1
0.21801,0.030853,0.056474,3,5,1
0.2046,0.039927,0.051354,2,13,1
0.18691,0.03902,0.045998,2,13,1
0.17576,0.044465,0.045062,2,13,1
0.17159,0.050817,0.041936,1,13,1
0.1768,0.047187,0.04287,1,13,1
0.18332,0.040835,0.041399,1,13,1
0.18806,0.056261,0.049962,1,14,1
0.1986,0.061706,0.053315,2,14,1
0.21651,0.047187,0.050662,2,14,1
0.22845,0.048094,0.044196,1,14,1
0.22602,0.066243,0.048634,1,14,1
0.22327,0.060799,0.041342,2,14,1
0.22146,0.041742,0.049092,2,14,1
0.22331,0.041742,0.047702,2,14,1
0.23824,0.043557,0.0508,2,14,1
0.25741,0.04265,0.046606,2,14,1
0.26502,0.037205,0.048108,2,14,1
0.26419,0.038113,0.055817,2,14,1
0.26933,0.040835,0.05796,2,14,1
0.2857,0.037205,0.056918,4,3,1
0.31951,0.036298,0.045059,3,9,1
0.35288,0.03176,0.044096,2,14,1
0.37365,0.024501,0.042124,3,6,1
0.38506,0.022686,0.046692,2,14,1
0.39694,0.022686,0.039943,2,14,1
0.40763,0.022686,0.036906,2,14,1
0.40942,0.022686,0.037286,2,14,1
0.41438,0.022686,0.030606,2,14,1
0.42649,0.022686,0.029695,2,14,1
0.43138,0.021779,0.033323,2,9,1
0.42439,0.022686,0.025367,2,9,1
0.41945,0.022686,0.02442,1,22,1
0.40581,0.021779,0.021953,1,17,1
0.3758,0.021779,0.034723,2,14,1
0.38348,0.020871,0.028121,1,14,1
0.45256,0.020871,0.018031,1,14,1
0.51516,0.021779,0.0053114,0,0,1
0.54863,0.021779,0.0083327,0,0,1
0.55986,0.021779,0.0078222,0,0,1
0.54781,0.020871,0.013585,1,18,1
0.51489,0.019964,0.01508,1,18,1
0.43435,0.019964,0.008357,0,0,1
0.33188,0.019964,0.010404,1,13,1
0.22566,0.019056,0.0088176,0,0,1
0.10372,0.019056,0.0070811,0,0,1
0.047756,0.019964,0.001593,0,0,1
0.016091,0.029038,0.00013692,0,0,1
0.0095852,0.044465,0.00070633,0,0,0
0.0053007,0.066243,0.00035126,0,0,0
0.0042166,0.080762,0.0005078,0,0,0
0.0035966,0.085299,0.00072721,0,0,0
0.0033306,0.075318,0.0021144,0,0,0
0.0031914,0.083485,0.0056771,0,0,0
0.0026196,0.10526,0.0037956,0,0,0
0.0026685,0.10889,0.0044147,0,0,0
0.0030148,0.10617,0.0055967,0,0,0
0.0032517,0.098004,0.0048209,0,0,0
0.0031302,0.094374,0.0058892,0,0,0
0.0028703,0.097096,0.0066334,0,0,0
0.0028213,0.11434,0.0051459,0,0,0
0.0025787,0.12886,0.0049986,0,0,0
0.0022392,0.12886,0.0060392,0,0,0
0.0020446,0.14247,0.0039591,0,0,0
0.0018195,0.14428,0.0021933,0,0,0
0.0024318,0.1216,0.0036792,0,0,0
0.0026383,0.14247,0.0036497,0,0,0
0.0023087,0.18149,0.0041378,0,0,0
0.0022808,0.17332,0.0025091,0,0,0
0.0024646,0.16969,0.0035931,0,0,0
0.0025887,0.17786,0.0047056,0,0,0
0.0028751,0.17151,0.0054205,0,0,0
0.0028173,0.16788,0.0040582,0,0,0
0.0079938,0.14791,0.0021485,0,0,0
0.0090228,0.11071,0.0032358,0,0,0
0.010502,0.084392,0.005027,0,0,0
0.01249,0.10617,0.0017586,0,0,0
0.010648,0.11252,0.0059645,0,0,0
0.010559,0.089837,0.0017183,0,0,0
0.0083667,0.14065,0.0027509,0,0,0
0.012685,0.14428,0.0089526,0,0,0
0.018356,0.084392,0.0079607,0,0,0
0.019005,0.087114,0.005693,0,0,0
0.01921,0.086207,0.01104,1,21,0
0.020968,0.066243,0.012433,1,22,0
0.026805,0.049002,0.017452,1,21,0
0.033153,0.03902,0.02227,1,21,0
0.035603,0.039927,0.027104,1,21,0
0.037353,0.03902,0.017119,1,25,0
0.037061,0.03539,0.010054,1,18,0
0.034971,0.036298,0.015975,1,24,0
0.033733,0.040835,0.020384,1,24,0
0.032293,0.045372,0.015578,1,24,0
0.029502,0.063521,0.023187,1,24,0
0.024522,0.075318,0.028282,1,24,0
0.020778,0.090744,0.020039,1,25,0
0.022254,0.089837,0.028535,1,25,0
0.02304,0.073503,0.029903,1,24,0
0.024273,0.073503,0.027566,1,25,0
0.035781,0.075318,0.031423,1,25,1
0.092993,0.07078,0.053656,1,25,1
0.20859,0.058076,0.072941,6,3,1
0.3311,0.03902,0.064082,5,3,1
0.32596,0.029038,0.032459,4,3,1
0.29456,0.028131,0.042537,5,3,1
0.38731,0.026316,0.029185,4,3,1
0.41005,0.032668,0.037141,2,8,1
0.34953,0.04265,0.061331,5,3,1
0.3078,0.053539,0.14725,5,3,1
0.24992,0.07441,0.14745,5,3,1
0.171,0.078947,0.09838,5,3,1
0.14378,0.057169,0.087783,4,8,1
0.10219,0.062613,0.047159,2,16,1
0.044478,0.072595,0.040309,1,17,1
0.022505,0.059891,0.012778,1,17,1
